jar_path,metadata,mod_id,version,name,has_assets_academy,has_data_academy,has_safari_ticket_base
libraries/io/netty/netty-transport-classes-epoll/4.1.97.Final/netty-transport-classes-epoll-4.1.97.Final.jar,,,,,False,False,False
libraries/io/netty/netty-transport-native-epoll/4.1.97.Final/netty-transport-native-epoll-4.1.97.Final-linux-aarch_64.jar,,,,,False,False,False
libraries/io/netty/netty-transport-native-epoll/4.1.97.Final/netty-transport-native-epoll-4.1.97.Final-linux-x86_64.jar,,,,,False,False,False
libraries/io/netty/netty-transport-native-unix-common/4.1.97.Final/netty-transport-native-unix-common-4.1.97.Final.jar,,,,,False,False,False
libraries/io/netty/netty-transport/4.1.97.Final/netty-transport-4.1.97.Final.jar,,,,,False,False,False
libraries/it/unimi/dsi/fastutil/8.5.12/fastutil-8.5.12.jar,,,,,False,False,False
libraries/net/fabricmc/fabric-loader/0.18.1/fabric-loader-0.18.1.jar,fabric.mod.json,fabricloader,0.18.1,Fabric Loader,False,False,False
libraries/net/fabricmc/intermediary/1.21.1/intermediary-1.21.1.jar,,,,,False,False,False
libraries/net/fabricmc/sponge-mixin/0.16.5+mixin.0.8.7/sponge-mixin-0.16.5+mixin.0.8.7.jar,,,,,False,False,False
libraries/net/java/dev/jna/jna-platform/5.14.0/jna-platform-5.14.0.jar,,,,,False,False,False
libraries/net/java/dev/jna/jna/5.14.0/jna-5.14.0.jar,,,,,False,False,False
libraries/net/sf/jopt-simple/jopt-simple/5.0.4/jopt-simple-5.0.4.jar,,,,,False,False,False
libraries/org/apache/commons/commons-lang3/3.14.0/commons-lang3-3.14.0.jar,,,,,False,False,False
libraries/org/apache/logging/log4j/log4j-api/2.22.1/log4j-api-2.22.1.jar,,,,,False,False,False
libraries/org/apache/logging/log4j/log4j-core/2.22.1/log4j-core-2.22.1.jar,,,,,False,False,False
libraries/org/apache/logging/log4j/log4j-slf4j2-impl/2.22.1/log4j-slf4j2-impl-2.22.1.jar,,,,,False,False,False
libraries/org/joml/joml/1.10.5/joml-1.10.5.jar,,,,,False,False,False
libraries/org/lz4/lz4-java/1.8.0/lz4-java-1.8.0.jar,,,,,False,False,False
libraries/org/ow2/asm/asm-analysis/9.9/asm-analysis-9.9.jar,,,,,False,False,False
libraries/org/ow2/asm/asm-commons/9.9/asm-commons-9.9.jar,,,,,False,False,False
libraries/org/ow2/asm/asm-tree/9.9/asm-tree-9.9.jar,,,,,False,False,False
libraries/org/ow2/asm/asm-util/9.9/asm-util-9.9.jar,,,,,False,False,False
libraries/org/ow2/asm/asm/9.9/asm-9.9.jar,,,,,False,False,False
libraries/org/slf4j/slf4j-api/2.0.9/slf4j-api-2.0.9.jar,,,,,False,False,False
mods/CobblemonTrialsEdition-fabric-1.1.0.jar,fabric.mod.json,cobblemontrialsedition,1.1.0,Cobblemon Trials Edition,False,False,False
mods/ForgeConfigAPIPort-v21.1.4-1.21.1-Fabric.jar,fabric.mod.json,forgeconfigapiport,21.1.4,Forge Config API Port,False,False,False
mods/Rad Gyms [Cobblemon]-0.3.1-stable.jar,fabric.mod.json,rad-gyms,0.3.1-stable,Rad Gyms,False,False,False
mods/academy-mc1.21.1-v2.2.0+build.532-fabric.jar,fabric.mod.json,academy,2.2.0,Academy,True,True,False
mods/cloth-config-15.0.140-fabric.jar,fabric.mod.json,cloth-config,15.0.140,Cloth Config v15,False,False,False
mods/cobblemon-economy-0.0.13.jar,fabric.mod.json,cobblemon-economy,0.0.13,Cobblemon Economy,False,False,False
mods/cobblemon_knowlogy-fabric-1.5.0-1.21.1.jar,fabric.mod.json,cobblemon_knowlogy,1.5.0,Cobblemon Knowlogy,False,False,False
mods/cobblemon_spawn_alerts-fabric-1.11.2.jar,fabric.mod.json,cobblemon_spawn_alerts,1.11.2,Cobblemon Spawn Alerts,False,False,False
mods/fzzy_config-0.7.2+1.21.jar,fabric.mod.json,fzzy_config,0.7.2+1.21,Fzzy Config,False,False,False
mods/lootr-fabric-1.21-1.10.35.91.jar,fabric.mod.json,lootr,1.21-1.10.35.91,Lootr,False,False,False
mods/rctapi-fabric-1.21.1-0.14.3-beta.jar,fabric.mod.json,rctapi,0.14.3-beta,Radical Cobblemon Trainers API,False,False,False
mods/safari-dimension-0.0.11.jar,fabric.mod.json,safari,0.0.11,Safari Dimension,False,False,False
mods/sophisticatedbackpacks-1.21.1-3.23.4.3.106.jar,fabric.mod.json,sophisticatedbackpacks,1.21.1-3.23.4.3.106,Sophisticated Backpacks,False,False,False
mods/supermartijn642configlib-1.1.8-fabric-mc1.21.jar,fabric.mod.json,supermartijn642configlib,1.1.8,SuperMartijn642's Config Lib,False,False,False
mods/yet_another_config_lib_v3-3.7.1+1.21.1-fabric.jar,fabric.mod.json,yet_another_config_lib_v3,3.7.1+1.21.1-fabric,YetAnotherConfigLib,False,False,False
server.jar,,,,,False,False,False
versions/1.21.1/server-1.21.1.jar,,,,,False,False,False
